87 209
 19  24.026295
151 163.035576
 24  41.187935
 41  32.607115
 29  29.174787
 15  14.873421
 57  54.917247
 35  34.895334
 36  40.043826
 43  41.759990
 38  38.899716
 26  18.877804
 32  34.895334
 55  66.930394
 14  12.585202
  7   5.720547
 22  24.026295
 50  49.196700
209 211.088167
 16  13.729312
 42  38.899716
 36  26.314514
 27  26.886569
 37  37.183552
 45  39.471771
 13  12.585202
902 851.217324
 17  24.026295
 17  24.598350
 18  19.449858
 51  61.209848
 11  12.585202
 12  11.441093
 44  41.187935
 12   9.152874
 20  17.733694
 13  10.869038
 12  14.873421
  9   6.292601
 23  26.314514
 17  16.589585
 28  25.170405
 36  32.607115
 10  10.296984
 23  20.021913
 43  37.183552
 28  28.602733
 23  26.314514
 40  41.759990
 71  85.236143
 14  10.869038
 19  18.877804
 24  26.314514
 13  12.013148
106  93.816963
 83  92.672854
 17  21.738077
 25  28.030678
  9   8.580820
 49  42.332044
 21  23.454241
428 428.468935
  6   6.864656
 39  29.746842
 28  21.738077
 47  44.620263
 13  10.296984
 18  18.877804
240 263.717195
 43  44.048208
 50  40.615880
 19  21.738077
 89  96.105182
 30  33.751225
 16  15.445476
 25  22.310131
 22  24.598350
  6   8.580820
 26  20.593968
 28  25.742459
 16  18.305749
 87  96.105182
 28  23.454241
 14  13.729312
 59  53.773137
 63  61.781903
 19  25.742459
