0.5394488 10.05764 
0.4418026 12.20805 
0.8698209 14.84222 
0.5534356 10.56221 
0.5328608 9.373448 
0.8835378 13.91317 
0.5571338 11.18391 
0.06612216 7.290856 
0.2587681 7.560689 
0.5509051 9.085177 
0.7964028 12.8345 
0.145013 6.994073 
0.4862094 9.639834 
0.7073811 12.01178 
0.9440072 15.18753 
0.8269599 10.79441 
0.3836297 8.115641 
0.3231705 16.35437 
0.907333 15.58398 
0.05644716 6.216804 
0.1145014 9.698223 
0.9044051 12.77007 
0.1982312 9.595841 
0.8356075 9.80804 
0.628063 10.96333 
0.5788576 9.270378 
0.0722087 7.613559 
0.2833794 5.904673 
0.8893717 10.99457 
0.1622737 11.73811 
0.4321728 11.34669 
0.7554944 11.50607 
0.3718286 10.56376 
0.1794346 11.83012 
0.6769573 11.32318 
0.3435757 7.539605 
0.3352593 8.965053 
0.9459747 13.00021 
0.7124691 12.09962 
0.512781 13.61893 
0.6700033 14.80241 
0.3598852 8.539363 
0.7238705 11.36611 
0.1542565 10.99373 
0.7526788 16.7004 
0.08468041 9.695194 
0.1647278 8.322245 
0.980637 17.22336 
0.9352601 13.21549 
0.06585441 6.478642 
0.5316723 9.202919 
0.05537975 8.513933 
0.3782241 10.43648 
0.1668914 9.101245 
0.5585596 13.95324 
0.74366 15.87948 
0.05926643 5.614315 
0.4329745 13.65205 
0.4029492 13.67637 
0.8510984 11.6912 
0.3004329 15.99757 
0.925874 13.82495 
0.9935353 17.13724 
0.602505 10.81271 
0.9577662 16.39756 
0.634655 12.86874 
0.6531175 11.55549 
0.9726032 18.10571 
0.3457315 9.280133 
0.7548935 13.55644 
0.7761724 12.8137 
0.2863976 8.17173 
0.4469915 9.363238 
0.5607859 8.814495 
0.6350459 10.54945 
0.7116202 13.56255 
0.107038 6.661392 
0.3676554 9.486342 
0.9933931 13.33885 
0.4322532 7.945031 
0.9292558 16.72079 
0.07359016 8.249789 
0.5777282 12.22662 
0.7064576 8.727405 
0.4840625 12.05829 
0.1194798 7.050129 
0.1913377 9.32827 
0.03956531 7.003348 
0.491861 9.940072 
0.3392832 9.48551 
0.4430545 7.701371 
0.7354951 11.54539 
0.5180613 12.35248 
0.3807355 10.05244 
0.6838301 13.37501 
0.5793533 10.04914 
0.7001886 10.30839 
0.1476591 11.00511 
0.9765029 11.6248 
0.3408703 7.906814 
