45.94408,-101.35408
45.95189,-101.11008
45.95938,-100.86606
45.96658,-100.62199
45.97346,-100.37788
45.98005,-100.13374
45.98632,-99.88956
45.99229,-99.64536
45.99795,-99.40113
46.00331,-99.15686
46.00836,-98.91257
46.01311,-98.66826
46.01754,-98.42391
46.02168,-98.17955
46.02551,-97.93517
46.02903,-97.69077
46.03224,-97.44635
46.03515,-97.20191
46.03775,-96.95746
46.04005,-96.713
46.00755,-104.05119
46.01872,-103.8073
46.02959,-103.56336
46.04015,-103.31936
46.0504,-103.07531
46.06035,-102.8312
46.07,-102.58704
46.07933,-102.34283
46.08837,-102.09858
46.09709,-101.85428
46.10551,-101.60993
46.11362,-101.36554
46.12143,-101.12111
46.12894,-100.87664
46.13613,-100.63213
46.14302,-100.38759
46.14961,-100.14301
46.15589,-99.89839
46.16186,-99.65375
46.16752,-99.40907
46.17289,-99.16437
46.17794,-98.91964
46.18269,-98.67488
46.18713,-98.4301
46.19127,-98.1853
46.19509,-97.94047
46.19862,-97.69563
46.20183,-97.45077
46.20474,-97.20589
46.20735,-96.961
46.20965,-96.71609
46.188,-103.8232
46.19887,-103.57882
46.20944,-103.33438
46.2197,-103.08989
46.22965,-102.84534
46.2393,-102.60075
46.24864,-102.3561
46.25768,-102.1114
46.26641,-101.86666
46.27483,-101.62188
46.28296,-101.37704
46.29077,-101.13218
46.29827,-100.88727
46.30547,-100.64232
46.31237,-100.39733
46.31895,-100.15231
46.32524,-99.90726
46.33121,-99.66216
46.33688,-99.41705
46.34224,-99.17191
46.3473,-98.92673
46.35205,-98.68153
46.35649,-98.4363
46.36063,-98.19106
46.36446,-97.94579
46.36799,-97.70051
46.37121,-97.4552
46.37412,-97.20988
46.37672,-96.96455
46.37902,-96.7192
46.35705,-103.83916
46.36793,-103.59434
46.3785,-103.34946
46.38877,-103.10452
46.39873,-102.85954
46.40838,-102.61449
46.41773,-102.36941
46.42677,-102.12428
46.4355,-101.87909
46.44393,-101.63387
46.45206,-101.3886
46.45987,-101.14328
46.46738,-100.89793
46.47459,-100.65253
46.48148,-100.4071
46.48808,-100.16164
46.49436,-99.91615
46.50034,-99.67062
46.50601,-99.42505
46.51138,-99.17946
46.51643,-98.93385
46.52119,-98.6882
46.52563,-98.44254
46.52977,-98.19685
46.53361,-97.95113
46.53713,-97.7054
46.54036,-97.45966
46.54327,-97.21389
46.54588,-96.96811
