2.655087 10.9557 
3.721239 15.46957 
5.728534 17.29741 
9.082078 28.21826 
2.016819 10.01186 
8.983897 27.56222 
9.446753 31.40844 
6.607978 20.72916 
6.29114 21.04906 
0.6178627 4.108216 
2.059746 6.88432 
1.765568 8.536346 
6.870228 23.69543 
3.841037 15.3999 
7.698414 26.85456 
4.976992 16.5949 
7.176185 22.4324 
9.919061 33.63656 
3.800352 14.38472 
7.774452 24.86588 
9.347052 34.06465 
2.121425 7.631003 
6.516738 26.08653 
1.255551 13.42002 
2.672207 9.690108 
3.861141 13.36728 
0.1339033 3.333897 
3.82388 12.10124 
8.696908 27.01907 
3.40349 13.52828 
4.820801 16.78497 
5.995658 18.256 
4.935413 18.13077 
1.862176 6.328321 
8.273733 29.53716 
6.684667 34.55244 
7.942399 25.12059 
1.079436 11.42948 
7.237109 25.12182 
4.112744 14.77834 
8.209463 27.13941 
6.470602 24.7661 
7.829328 30.4254 
5.530363 25.32075 
5.297196 16.74836 
7.893562 24.84705 
0.233312 0.8561024 
4.772301 15.37251 
7.323137 26.66514 
6.927316 23.22555 
