"X" "Y"
"1" 2.655086631421 24.0694399083938
"2" 3.7212389963679 27.5267097390243
"3" 5.72853363351896 29.635223969933
"4" 9.08207789994776 38.4802133447037
"5" 2.01681931037456 22.7244693329115
"6" 8.98389684967697 41.5023682380992
"7" 9.44675268605351 40.3269203241414
"8" 6.60797792486846 35.0363043087274
"9" 6.2911404389888 33.3506515936303
"10" 0.617862704675645 24.6000775703901
"11" 2.05974574899301 22.8480185900881
"12" 1.76556752528995 22.6078455898588
"13" 6.87022846657783 36.605021410239
"14" 3.84103718213737 26.380681657654
"15" 7.69841419998556 34.9820669127672
"16" 4.97699242085218 29.1683689828204
"17" 7.17618508264422 33.7123844281914
"18" 9.91906094830483 39.2798952906565
"19" 3.80035179434344 28.5890802512225
"20" 7.77445221319795 35.1942434618567
"21" 9.34705231105909 37.6821896978897
"22" 2.12142521282658 26.928928075994
"23" 6.51673766085878 32.6043165046238
"24" 1.25555095961317 22.1519888591396
"25" 2.67220668727532 25.1440318921235
"26" 3.86114092543721 29.1476144649772
"27" 0.133903331588954 20.1206778549253
"28" 3.82387957070023 27.5724907984664
"29" 8.6969084572047 36.0304959568981
"30" 3.4034899668768 26.158439389261
"31" 4.82080115471035 29.7619231902897
"32" 5.99565825425088 30.8135275359824
"33" 4.93541307048872 30.9338185262426
"34" 1.86217601411045 20.6875638646473
"35" 8.27373318606988 37.1605820937193
"36" 6.68466738192365 30.2964351167721
"37" 7.9423986072652 35.2828449608572
"38" 1.07943625887856 21.1023127088671
"39" 7.23710946040228 33.1700293594426
"40" 4.11274429643527 28.1116950371757
"41" 8.20946294115856 32.5902070309571
"42" 6.47060193819925 35.2943705004356
"43" 7.8293276228942 32.3287103733644
"44" 5.53036311641335 30.1336654298819
"45" 5.29719580197707 28.3625513938684
"46" 7.89356231689453 34.2854866314022
"47" 0.23331202333793 24.6409571379326
"48" 4.77230065036565 29.5793925401178
"49" 7.323137386702 32.0736737125354
"50" 6.92731556482613 30.5734200608151
"51" 4.77619622135535 30.452766645256
"52" 8.612094768323 37.1870698712167
"53" 4.38097107224166 28.1258053953956
"54" 2.44797277031466 23.0372212457219
"55" 0.706790471449494 18.438660322616
"56" 0.994661601725966 19.8389386102206
"57" 3.1627170718275 28.3254917510828
"58" 5.18634263193235 29.130151874271
"59" 6.62005076417699 30.471247833585
"60" 4.06830187188461 31.8751849886164
"61" 9.12875924259424 39.1077192399334
"62" 2.93603372760117 25.3947732533763
"63" 4.59065726259723 31.2982806226125
"64" 3.32394674187526 28.4207387865004
"65" 6.5087046707049 31.7789232449475
"66" 2.58016780717298 29.5725405434269
"67" 4.78545248275623 29.0608509052304
"68" 7.66310670645908 32.4772241124925
"69" 0.842469143681228 21.396139083454
"70" 8.75321330036968 37.921503279204
"71" 3.39072937844321 31.3974155550051
"72" 8.39440350187942 37.0004117395463
"73" 3.4668348915875 27.8476673940218
"74" 3.33774930797517 26.5211927452373
"75" 4.76351245073602 28.8590232167389
"76" 8.92198335845023 37.7745146602779
"77" 8.64339470630512 38.8620686238706
"78" 3.89989543473348 31.9502808867715
"79" 7.77320698834956 37.6011988542267
"80" 9.60617997217923 41.6281767411319
"81" 4.34659484773874 26.2305428523614
"82" 7.12514678714797 36.2180847144027
"83" 3.99994368897751 28.4397369852763
"84" 3.25352151878178 23.5725429793791
"85" 7.57087148027495 36.1837884458462
